날짜,월,일,평균기온,평균습도,평균풍속,일조시간,일조량,북위,해발고도,풍속계높이,u_2,P,Δ,γ (gamma),,,,,e_s,e_a,e_s-e_a,J(<=6),J(>7),dr,δ,Φ,ω_s,Ra,N,Rs,Rso,Rs/Rso,R_ns,R_nl,Rn,G,0.408(Rn-G),,,PET_new,PET_old
1996-04-23,4,23,12.9,48,1.4,11.5,16.78,37.2,221.1,10.3,1.04 ,98.7 ,0.097 ,0.066 ,1.354 ,0.523 ,0.352 ,3.281 ,1.488 ,0.714 ,0.774 ,113 ,(1),0.988 ,0.216 ,0.649 ,1.738 ,36.836 ,13.276 ,25.164 ,27.790 ,0.905 ,19.376 ,6.350 ,13.027 ,0,5.315 ,2.779 ,0.895 ,3.673 ,2.816
1996-04-24,4,24,13.8,62.5,1.4,11.1,15.39,37.2,221.1,10.3,1.04 ,98.7 ,0.103 ,0.066 ,1.354 ,0.536 ,0.343 ,3.271 ,1.578 ,0.986 ,0.592 ,114 ,(1),0.987 ,0.222 ,0.649 ,1.743 ,37.006 ,13.313 ,24.679 ,27.918 ,0.884 ,19.003 ,5.635 ,13.368 ,0,5.454 ,2.922 ,0.664 ,3.585 ,2.572
1996-04-25,4,25,15.7,67,1.2,7,9.21,37.2,221.1,10.3,0.89 ,98.7 ,0.114 ,0.066 ,1.304 ,0.572 ,0.329 ,2.785 ,1.784 ,1.195 ,0.589 ,115 ,(1),0.987 ,0.227 ,0.649 ,1.747 ,37.173 ,13.349 ,19.040 ,28.044 ,0.679 ,14.661 ,3.616 ,11.045 ,0,4.506 ,2.576 ,0.539 ,3.115 ,1.987
1996-04-26,4,26,16.7,73.8,1.4,10.9,14.87,37.2,221.1,10.3,1.04 ,98.7 ,0.121 ,0.066 ,1.354 ,0.576 ,0.313 ,3.238 ,1.901 ,1.403 ,0.498 ,116 ,(1),0.986 ,0.233 ,0.649 ,1.752 ,37.337 ,13.385 ,24.537 ,28.168 ,0.871 ,18.893 ,4.979 ,13.914 ,0,5.677 ,3.270 ,0.505 ,3.775 ,2.571
1996-04-27,4,27,17.2,85.5,1.1,5.2,10.4,37.2,221.1,10.3,0.82 ,98.7 ,0.124 ,0.066 ,1.278 ,0.597 ,0.315 ,2.540 ,1.962 ,1.678 ,0.285 ,117 ,(1),0.986 ,0.239 ,0.649 ,1.757 ,37.498 ,13.421 ,16.639 ,28.289 ,0.588 ,12.812 ,2.455 ,10.357 ,0,4.226 ,2.521 ,0.228 ,2.749 ,1.9
1996-04-28,4,28,17.6,82.5,1.2,7.5,8.87,37.2,221.1,10.3,0.89 ,98.7 ,0.127 ,0.066 ,1.304 ,0.597 ,0.309 ,2.767 ,2.013 ,1.660 ,0.352 ,118 ,(1),0.985 ,0.245 ,0.649 ,1.761 ,37.656 ,13.457 ,19.908 ,28.409 ,0.701 ,15.329 ,3.334 ,11.996 ,0,4.894 ,2.923 ,0.301 ,3.224 ,1.798
1996-04-29,4,29,15.6,93,2.2,0,2.44,37.2,221.1,10.3,1.64 ,98.7 ,0.114 ,0.066 ,1.557 ,0.526 ,0.304 ,5.108 ,1.772 ,1.648 ,0.124 ,119 ,(1),0.985 ,0.250 ,0.649 ,1.766 ,37.812 ,13.492 ,9.453 ,28.526 ,0.331 ,7.279 ,0.532 ,6.747 ,0,2.753 ,1.449 ,0.193 ,1.642 ,0.852
1996-04-30,4,30,15.9,95,1.6,0,1.6,37.2,221.1,10.3,1.19 ,98.7 ,0.115 ,0.066 ,1.405 ,0.556 ,0.316 ,3.711 ,1.807 ,1.716 ,0.090 ,120 ,(1),0.984 ,0.256 ,0.649 ,1.771 ,37.964 ,13.527 ,9.491 ,28.641 ,0.331 ,7.308 ,0.522 ,6.786 ,0,2.769 ,1.539 ,0.106 ,1.645 ,0.704
1996-05-01,5,1,14.2,94,1.9,0.9,5.35,37.2,221.1,10.3,1.41 ,98.7 ,0.105 ,0.066 ,1.481 ,0.519 ,0.325 ,4.433 ,1.619 ,1.522 ,0.097 ,121 ,(1),0.984 ,0.261 ,0.649 ,1.775 ,38.114 ,13.561 ,10.793 ,28.754 ,0.375 ,8.311 ,0.877 ,7.434 ,0,3.033 ,1.574 ,0.140 ,1.714 ,1.137
1996-05-02,5,2,14.4,68.8,2.7,10.7,15.21,37.2,221.1,10.3,2.01 ,98.7 ,0.106 ,0.066 ,1.683 ,0.490 ,0.303 ,6.295 ,1.641 ,1.129 ,0.512 ,122 ,(1),0.983 ,0.267 ,0.649 ,1.780 ,38.261 ,13.595 ,24.621 ,28.865 ,0.853 ,18.958 ,5.140 ,13.819 ,0,5.638 ,2.762 ,0.976 ,3.738 ,2.895
1996-05-03,5,3,16.2,56,0.7,3,9.55,37.2,221.1,10.3,0.52 ,98.7 ,0.117 ,0.066 ,1.177 ,0.603 ,0.337 ,1.622 ,1.842 ,1.031 ,0.810 ,123 ,(1),0.983 ,0.272 ,0.649 ,1.784 ,38.404 ,13.629 ,13.828 ,28.973 ,0.477 ,10.647 ,2.001 ,8.646 ,0,3.528 ,2.128 ,0.443 ,2.571 ,2.124
1996-05-04,5,4,15.5,80.5,1.1,0.8,3.28,37.2,221.1,10.3,0.82 ,98.7 ,0.113 ,0.066 ,1.278 ,0.574 ,0.333 ,2.555 ,1.761 ,1.418 ,0.343 ,124 ,(1),0.982 ,0.277 ,0.649 ,1.788 ,38.545 ,13.663 ,10.765 ,29.079 ,0.370 ,8.289 ,0.883 ,7.405 ,0,3.021 ,1.733 ,0.293 ,2.026 ,1.163
1996-05-05,5,5,13.8,66.5,2.3,11,16.01,37.2,221.1,10.3,1.71 ,98.7 ,0.103 ,0.066 ,1.582 ,0.497 ,0.318 ,5.374 ,1.578 ,1.049 ,0.529 ,125 ,(1),0.982 ,0.282 ,0.649 ,1.793 ,38.683 ,13.696 ,25.205 ,29.183 ,0.864 ,19.408 ,5.333 ,14.075 ,0,5.743 ,2.853 ,0.903 ,3.756 ,2.917
1996-05-06,5,6,14.4,62.3,1.4,5.3,11.09,37.2,221.1,10.3,1.04 ,98.7 ,0.106 ,0.066 ,1.354 ,0.544 ,0.337 ,3.264 ,1.641 ,1.022 ,0.618 ,126 ,(1),0.981 ,0.287 ,0.649 ,1.797 ,38.818 ,13.728 ,17.197 ,29.285 ,0.587 ,13.242 ,2.946 ,10.296 ,0,4.201 ,2.286 ,0.680 ,2.965 ,2.361
1996-05-07,5,7,17,61.8,1.5,5,12.33,37.2,221.1,10.3,1.12 ,98.7 ,0.123 ,0.066 ,1.380 ,0.576 ,0.308 ,3.466 ,1.938 ,1.198 ,0.740 ,127 ,(1),0.981 ,0.292 ,0.649 ,1.801 ,38.950 ,13.761 ,16.814 ,29.384 ,0.572 ,12.947 ,2.743 ,10.204 ,0,4.163 ,2.396 ,0.789 ,3.185 ,2.715
1996-05-08,5,8,14.9,73.3,2.1,10.3,16.59,37.2,221.1,10.3,1.56 ,98.7 ,0.109 ,0.066 ,1.532 ,0.521 ,0.313 ,4.888 ,1.694 ,1.242 ,0.452 ,128 ,(1),0.980 ,0.297 ,0.649 ,1.805 ,39.078 ,13.792 ,24.361 ,29.482 ,0.826 ,18.758 ,4.755 ,14.004 ,0,5.713 ,2.974 ,0.692 ,3.666 ,2.885
1996-05-09,5,9,14.2,69,2.4,11.6,15.17,37.2,221.1,10.3,1.79 ,98.7 ,0.105 ,0.066 ,1.608 ,0.499 ,0.312 ,5.600 ,1.619 ,1.117 ,0.502 ,129 ,(1),0.980 ,0.302 ,0.649 ,1.810 ,39.204 ,13.824 ,26.250 ,29.577 ,0.888 ,20.213 ,5.445 ,14.768 ,0,6.025 ,3.004 ,0.877 ,3.881 ,2.824
1996-05-10,5,10,15.2,73.8,1.7,10.1,18.12,37.2,221.1,10.3,1.27 ,98.7 ,0.111 ,0.066 ,1.430 ,0.542 ,0.320 ,3.953 ,1.727 ,1.275 ,0.453 ,130 ,(1),0.980 ,0.307 ,0.649 ,1.814 ,39.327 ,13.854 ,24.167 ,29.669 ,0.815 ,18.608 ,4.623 ,13.985 ,0,5.706 ,3.092 ,0.573 ,3.665 ,3.025
1996-05-11,5,11,15.4,73.8,2.4,11,19.49,37.2,221.1,10.3,1.79 ,98.7 ,0.112 ,0.066 ,1.608 ,0.516 ,0.301 ,5.576 ,1.750 ,1.291 ,0.458 ,131 ,(1),0.979 ,0.311 ,0.649 ,1.818 ,39.447 ,13.885 ,25.487 ,29.760 ,0.856 ,19.625 ,4.958 ,14.667 ,0,5.984 ,3.085 ,0.770 ,3.855 ,3.248
1996-05-12,5,12,14.7,71.3,1.6,10.1,18.34,37.2,221.1,10.3,1.19 ,98.7 ,0.108 ,0.066 ,1.405 ,0.539 ,0.328 ,3.727 ,1.673 ,1.193 ,0.480 ,132 ,(1),0.979 ,0.316 ,0.649 ,1.821 ,39.564 ,13.915 ,24.250 ,29.848 ,0.812 ,18.672 ,4.704 ,13.968 ,0,5.699 ,3.073 ,0.587 ,3.660 ,3.037
1996-05-13,5,13,16.1,62.3,1.5,6.9,12.41,37.2,221.1,10.3,1.12 ,98.7 ,0.117 ,0.066 ,1.380 ,0.563 ,0.317 ,3.477 ,1.830 ,1.140 ,0.690 ,133 ,(1),0.978 ,0.320 ,0.649 ,1.825 ,39.677 ,13.944 ,19.736 ,29.934 ,0.659 ,15.197 ,3.532 ,11.665 ,0,4.759 ,2.680 ,0.759 ,3.440 ,2.65
1996-05-14,5,14,16.4,81.5,0.9,5.5,11.54,37.2,221.1,10.3,0.67 ,98.7 ,0.119 ,0.066 ,1.228 ,0.596 ,0.329 ,2.084 ,1.865 ,1.520 ,0.345 ,134 ,(1),0.978 ,0.325 ,0.649 ,1.829 ,39.788 ,13.973 ,17.778 ,30.017 ,0.592 ,13.689 ,2.594 ,11.095 ,0,4.527 ,2.697 ,0.237 ,2.933 ,2.158
1996-05-15,5,15,18.4,69.5,1,10.3,15.31,37.2,221.1,10.3,0.74 ,98.7 ,0.133 ,0.066 ,1.253 ,0.617 ,0.305 ,2.300 ,2.116 ,1.471 ,0.646 ,135 ,(1),0.977 ,0.329 ,0.649 ,1.833 ,39.896 ,14.001 ,24.649 ,30.098 ,0.819 ,18.979 ,4.556 ,14.423 ,0,5.885 ,3.632 ,0.453 ,4.086 ,2.912
1996-05-16,5,16,19.1,63.3,1.3,11,16.5,37.2,221.1,10.3,0.97 ,98.7 ,0.138 ,0.066 ,1.329 ,0.612 ,0.292 ,2.982 ,2.211 ,1.400 ,0.811 ,136 ,(1),0.977 ,0.333 ,0.649 ,1.836 ,40.001 ,14.029 ,25.682 ,30.177 ,0.851 ,19.775 ,4.983 ,14.792 ,0,6.035 ,3.696 ,0.706 ,4.402 ,3.278
1996-05-17,5,17,20.4,62.3,0.9,9.4,13.38,37.2,221.1,10.3,0.67 ,98.7 ,0.148 ,0.066 ,1.228 ,0.647 ,0.287 ,2.055 ,2.397 ,1.493 ,0.904 ,137 ,(1),0.977 ,0.337 ,0.649 ,1.840 ,40.102 ,14.056 ,23.434 ,30.254 ,0.775 ,18.045 ,4.279 ,13.765 ,0,5.616 ,3.635 ,0.534 ,4.169 ,2.853
1996-05-18,5,18,20.6,61.5,1,5.6,12.54,37.2,221.1,10.3,0.74 ,98.7 ,0.150 ,0.066 ,1.253 ,0.645 ,0.283 ,2.282 ,2.427 ,1.492 ,0.934 ,138 ,(1),0.976 ,0.341 ,0.649 ,1.843 ,40.201 ,14.083 ,18.043 ,30.328 ,0.595 ,13.893 ,2.796 ,11.097 ,0,4.528 ,2.921 ,0.604 ,3.525 ,2.806
1996-05-19,5,19,17.3,77.8,1,5.5,8.29,37.2,221.1,10.3,0.74 ,98.7 ,0.125 ,0.066 ,1.253 ,0.603 ,0.317 ,2.308 ,1.975 ,1.536 ,0.438 ,139 ,(1),0.976 ,0.345 ,0.649 ,1.847 ,40.296 ,14.109 ,17.928 ,30.400 ,0.590 ,13.805 ,2.592 ,11.213 ,0,4.575 ,2.758 ,0.321 ,3.079 ,1.859
1996-05-20,5,20,17.8,85,2.1,2.4,7.98,37.2,221.1,10.3,1.56 ,98.7 ,0.128 ,0.066 ,1.532 ,0.561 ,0.287 ,4.839 ,2.038 ,1.732 ,0.306 ,140 ,(1),0.975 ,0.349 ,0.649 ,1.850 ,40.389 ,14.135 ,13.526 ,30.470 ,0.444 ,10.415 ,1.364 ,9.051 ,0,3.693 ,2.071 ,0.424 ,2.495 ,1.819
1996-05-21,5,21,17.4,68,2,10,16.73,37.2,221.1,10.3,1.49 ,98.7 ,0.126 ,0.066 ,1.506 ,0.559 ,0.293 ,4.615 ,1.987 ,1.351 ,0.636 ,141 ,(1),0.975 ,0.352 ,0.649 ,1.853 ,40.478 ,14.159 ,24.413 ,30.538 ,0.799 ,18.798 ,4.517 ,14.281 ,0,5.827 ,3.259 ,0.858 ,4.118 ,3.237
1996-05-22,5,22,16.5,73.8,1.6,10.1,14.23,37.2,221.1,10.3,1.19 ,98.7 ,0.119 ,0.066 ,1.405 ,0.564 ,0.310 ,3.703 ,1.877 ,1.385 ,0.492 ,142 ,(1),0.975 ,0.356 ,0.649 ,1.857 ,40.565 ,14.184 ,24.584 ,30.603 ,0.803 ,18.930 ,4.442 ,14.488 ,0,5.911 ,3.335 ,0.565 ,3.900 ,2.686
1996-05-23,5,23,18.5,69.3,1.3,11.1,17.79,37.2,221.1,10.3,0.97 ,98.7 ,0.133 ,0.066 ,1.329 ,0.605 ,0.298 ,2.988 ,2.130 ,1.476 ,0.654 ,143 ,(1),0.974 ,0.359 ,0.649 ,1.860 ,40.648 ,14.207 ,26.041 ,30.666 ,0.849 ,20.052 ,4.801 ,15.251 ,0,6.222 ,3.762 ,0.581 ,4.343 ,3.296
1996-05-24,5,24,19.6,59.3,1.3,10.4,16.66,37.2,221.1,10.3,0.97 ,98.7 ,0.142 ,0.066 ,1.329 ,0.619 ,0.287 ,2.977 ,2.281 ,1.353 ,0.928 ,144 ,(1),0.974 ,0.362 ,0.649 ,1.863 ,40.729 ,14.230 ,25.065 ,30.727 ,0.816 ,19.300 ,4.794 ,14.506 ,0,5.919 ,3.662 ,0.793 ,4.455 ,3.4
1996-05-25,5,25,19.7,61.8,1.3,10.7,15.65,37.2,221.1,10.3,0.97 ,98.7 ,0.142 ,0.066 ,1.329 ,0.620 ,0.286 ,2.976 ,2.295 ,1.418 ,0.877 ,145 ,(1),0.974 ,0.366 ,0.649 ,1.866 ,40.806 ,14.252 ,25.519 ,30.785 ,0.829 ,19.650 ,4.806 ,14.844 ,0,6.056 ,3.755 ,0.746 ,4.501 ,3.245
1996-05-26,5,26,19.8,63.5,1.2,11.2,16.32,37.2,221.1,10.3,0.89 ,98.7 ,0.143 ,0.066 ,1.304 ,0.626 ,0.287 ,2.746 ,2.309 ,1.467 ,0.843 ,146 ,(1),0.973 ,0.369 ,0.649 ,1.868 ,40.880 ,14.274 ,26.258 ,30.841 ,0.851 ,20.219 ,4.921 ,15.298 ,0,6.241 ,3.906 ,0.664 ,4.571 ,3.278
1996-05-27,5,27,19.2,74.3,1.2,5.7,14.97,37.2,221.1,10.3,0.89 ,98.7 ,0.139 ,0.066 ,1.304 ,0.618 ,0.293 ,2.752 ,2.225 ,1.653 ,0.572 ,147 ,(1),0.973 ,0.372 ,0.649 ,1.871 ,40.952 ,14.295 ,18.403 ,30.895 ,0.596 ,14.170 ,2.603 ,11.567 ,0,4.719 ,2.918 ,0.461 ,3.378 ,2.904
1996-05-28,5,28,21.6,65,1.1,10,13.62,37.2,221.1,10.3,0.82 ,98.7 ,0.158 ,0.066 ,1.278 ,0.653 ,0.272 ,2.502 ,2.580 ,1.677 ,0.903 ,148 ,(1),0.973 ,0.375 ,0.649 ,1.874 ,41.020 ,14.315 ,24.583 ,30.946 ,0.794 ,18.929 ,4.243 ,14.686 ,0,5.992 ,3.911 ,0.614 ,4.525 ,3.004
1996-05-29,5,29,22.8,67.5,1.1,4.6,11.64,37.2,221.1,10.3,0.82 ,98.7 ,0.168 ,0.066 ,1.278 ,0.667 ,0.260 ,2.492 ,2.776 ,1.874 ,0.902 ,149 ,(1),0.972 ,0.377 ,0.649 ,1.876 ,41.085 ,14.335 ,16.864 ,30.996 ,0.544 ,12.985 ,2.146 ,10.839 ,0,4.422 ,2.950 ,0.585 ,3.535 ,2.769
1996-05-30,5,30,21.5,75.3,1.2,2.8,9.76,37.2,221.1,10.3,0.89 ,98.7 ,0.157 ,0.066 ,1.304 ,0.647 ,0.271 ,2.730 ,2.564 ,1.931 ,0.633 ,150 ,(1),0.972 ,0.380 ,0.649 ,1.879 ,41.148 ,14.353 ,14.300 ,31.043 ,0.461 ,11.011 ,1.462 ,9.549 ,0,3.896 ,2.521 ,0.468 ,2.989 ,2.33
1996-05-31,5,31,22.4,70.3,1.1,10.5,13.51,37.2,221.1,10.3,0.82 ,98.7 ,0.165 ,0.066 ,1.278 ,0.662 ,0.264 ,2.495 ,2.709 ,1.904 ,0.805 ,151 ,(1),0.972 ,0.383 ,0.649 ,1.881 ,41.207 ,14.371 ,25.355 ,31.087 ,0.816 ,19.523 ,4.125 ,15.398 ,0,6.282 ,4.161 ,0.530 ,4.691 ,2.965
1996-06-01,6,1,24.2,66.3,1.1,10.9,16.08,37.2,221.1,10.3,0.82 ,98.7 ,0.181 ,0.066 ,1.278 ,0.683 ,0.248 ,2.480 ,3.020 ,2.002 ,1.018 ,152 ,(1),0.971 ,0.385 ,0.649 ,1.883 ,41.263 ,14.389 ,25.945 ,31.130 ,0.833 ,19.978 ,4.217 ,15.761 ,0,6.431 ,4.393 ,0.625 ,5.019 ,3.596
1996-06-02,6,2,22.6,75.8,1.2,7.1,11.66,37.2,221.1,10.3,0.89 ,98.7 ,0.166 ,0.066 ,1.304 ,0.660 ,0.261 ,2.720 ,2.742 ,2.079 ,0.664 ,153 ,(1),0.971 ,0.387 ,0.649 ,1.886 ,41.316 ,14.405 ,20.511 ,31.170 ,0.658 ,15.794 ,2.790 ,13.003 ,0,5.305 ,3.503 ,0.470 ,3.973 ,2.7
1996-06-03,6,3,20.4,88.3,1.3,0,4.02,37.2,221.1,10.3,0.97 ,98.7 ,0.148 ,0.066 ,1.329 ,0.629 ,0.279 ,2.969 ,2.397 ,2.116 ,0.280 ,154 ,(1),0.971 ,0.390 ,0.649 ,1.888 ,41.367 ,14.421 ,10.342 ,31.208 ,0.331 ,7.963 ,0.483 ,7.480 ,0,3.052 ,1.919 ,0.232 ,2.152 ,1.258
1996-06-04,6,4,21.9,68,1.6,9.4,14.95,37.2,221.1,10.3,1.19 ,98.7 ,0.160 ,0.066 ,1.405 ,0.635 ,0.260 ,3.636 ,2.628 ,1.787 ,0.841 ,155 ,(1),0.971 ,0.392 ,0.649 ,1.890 ,41.414 ,14.436 ,23.837 ,31.244 ,0.763 ,18.355 ,3.863 ,14.492 ,0,5.913 ,3.753 ,0.795 ,4.548 ,3.38
1996-06-05,6,5,22.4,54,1.5,11.2,16.47,37.2,221.1,10.3,1.12 ,98.7 ,0.165 ,0.066 ,1.380 ,0.645 ,0.257 ,3.403 ,2.709 ,1.463 ,1.246 ,156 ,(1),0.970 ,0.394 ,0.649 ,1.891 ,41.458 ,14.450 ,26.432 ,31.277 ,0.845 ,20.352 ,5.050 ,15.302 ,0,6.243 ,4.027 ,1.091 ,5.118 ,3.877
1996-06-06,6,6,22.5,59,1.1,9.4,14.37,37.2,221.1,10.3,0.82 ,98.7 ,0.165 ,0.066 ,1.278 ,0.664 ,0.263 ,2.494 ,2.726 ,1.608 ,1.117 ,157 ,(1),0.970 ,0.395 ,0.649 ,1.893 ,41.500 ,14.463 ,23.861 ,31.308 ,0.762 ,18.373 ,4.132 ,14.241 ,0,5.810 ,3.855 ,0.734 ,4.589 ,3.327
1996-06-07,6,7,21.7,74.8,1.2,1.1,6.07,37.2,221.1,10.3,0.89 ,98.7 ,0.159 ,0.066 ,1.304 ,0.649 ,0.269 ,2.729 ,2.596 ,1.942 ,0.654 ,158 ,(1),0.970 ,0.397 ,0.649 ,1.895 ,41.538 ,14.476 ,11.963 ,31.337 ,0.382 ,9.211 ,0.888 ,8.323 ,0,3.396 ,2.206 ,0.480 ,2.685 ,1.86
1996-06-08,6,8,24.2,66.8,1.2,7.6,12.39,37.2,221.1,10.3,0.89 ,98.7 ,0.181 ,0.066 ,1.304 ,0.679 ,0.246 ,2.706 ,3.020 ,2.017 ,1.003 ,159 ,(1),0.970 ,0.399 ,0.649 ,1.896 ,41.573 ,14.487 ,21.298 ,31.364 ,0.679 ,16.399 ,3.067 ,13.333 ,0,5.440 ,3.693 ,0.668 ,4.361 ,3.068
1996-06-09,6,9,23.5,77.3,1.2,4.5,12.52,37.2,221.1,10.3,0.89 ,98.7 ,0.174 ,0.066 ,1.304 ,0.671 ,0.252 ,2.712 ,2.896 ,2.238 ,0.657 ,160 ,(1),0.969 ,0.400 ,0.649 ,1.898 ,41.606 ,14.498 ,16.858 ,31.388 ,0.537 ,12.981 ,1.859 ,11.121 ,0,4.538 ,3.044 ,0.450 ,3.494 ,2.856
1996-06-10,6,10,20.6,94.5,0.9,0,2.48,37.2,221.1,10.3,0.67 ,98.7 ,0.150 ,0.066 ,1.228 ,0.650 ,0.285 ,2.054 ,2.427 ,2.293 ,0.133 ,161 ,(1),0.969 ,0.402 ,0.649 ,1.899 ,41.635 ,14.508 ,10.409 ,31.410 ,0.331 ,8.015 ,0.455 ,7.560 ,0,3.084 ,2.004 ,0.078 ,2.082 ,0.887
1996-06-11,6,11,21.8,83.3,1.3,1.1,9.77,37.2,221.1,10.3,0.97 ,98.7 ,0.159 ,0.066 ,1.329 ,0.646 ,0.266 ,2.955 ,2.612 ,2.176 ,0.436 ,162 ,(1),0.969 ,0.403 ,0.649 ,1.900 ,41.662 ,14.517 ,11.994 ,31.430 ,0.382 ,9.235 ,0.818 ,8.417 ,0,3.434 ,2.220 ,0.343 ,2.563 ,2.25
1996-06-12,6,12,23.1,77.5,1,6.6,15.67,37.2,221.1,10.3,0.74 ,98.7 ,0.171 ,0.066 ,1.253 ,0.675 ,0.259 ,2.263 ,2.826 ,2.191 ,0.636 ,163 ,(1),0.969 ,0.404 ,0.649 ,1.901 ,41.685 ,14.525 ,19.892 ,31.448 ,0.633 ,15.317 ,2.527 ,12.789 ,0,5.218 ,3.522 ,0.373 ,3.895 ,3.276
1996-06-13,6,13,24.8,79,1.4,6.8,13.13,37.2,221.1,10.3,1.04 ,98.7 ,0.187 ,0.066 ,1.354 ,0.677 ,0.238 ,3.150 ,3.130 ,2.473 ,0.657 ,164 ,(1),0.969 ,0.405 ,0.649 ,1.902 ,41.706 ,14.533 ,20.183 ,31.464 ,0.641 ,15.541 ,2.390 ,13.151 ,0,5.366 ,3.635 ,0.493 ,4.128 ,3.036
1996-06-14,6,14,23.1,80.8,1.5,2.3,9.98,37.2,221.1,10.3,1.12 ,98.7 ,0.171 ,0.066 ,1.380 ,0.654 ,0.251 ,3.395 ,2.826 ,2.284 ,0.543 ,165 ,(1),0.968 ,0.406 ,0.649 ,1.903 ,41.723 ,14.540 ,13.731 ,31.477 ,0.436 ,10.573 ,1.159 ,9.414 ,0,3.841 ,2.510 ,0.463 ,2.973 ,2.427
1996-06-15,6,15,23.9,75.3,1.1,7,16.36,37.2,221.1,10.3,0.82 ,98.7 ,0.178 ,0.066 ,1.278 ,0.680 ,0.250 ,2.483 ,2.966 ,2.233 ,0.733 ,166 ,(1),0.968 ,0.407 ,0.649 ,1.904 ,41.738 ,14.545 ,20.478 ,31.488 ,0.650 ,15.768 ,2.636 ,13.132 ,0,5.358 ,3.642 ,0.456 ,4.098 ,3.49
1996-06-16,6,16,24.5,83.3,1.1,0,3.45,37.2,221.1,10.3,0.82 ,98.7 ,0.184 ,0.066 ,1.278 ,0.687 ,0.245 ,2.478 ,3.075 ,2.561 ,0.513 ,167 ,(1),0.968 ,0.407 ,0.649 ,1.905 ,41.750 ,14.550 ,10.437 ,31.497 ,0.331 ,8.037 ,0.435 ,7.602 ,0,3.102 ,2.130 ,0.312 ,2.441 ,1.316
1996-06-17,6,17,22,94,1.6,0,2.88,37.2,221.1,10.3,1.19 ,98.7 ,0.161 ,0.066 ,1.405 ,0.636 ,0.259 ,3.634 ,2.644 ,2.485 ,0.159 ,168 ,(1),0.968 ,0.408 ,0.649 ,1.905 ,41.758 ,14.554 ,10.440 ,31.503 ,0.331 ,8.038 ,0.432 ,7.606 ,0,3.103 ,1.974 ,0.149 ,2.123 ,0.987
1996-06-18,6,18,20.2,81.5,2,7.6,18.71,37.2,221.1,10.3,1.49 ,98.7 ,0.146 ,0.066 ,1.506 ,0.597 ,0.268 ,4.571 ,2.367 ,1.929 ,0.438 ,169 ,(1),0.968 ,0.408 ,0.649 ,1.906 ,41.764 ,14.557 ,21.343 ,31.508 ,0.677 ,16.434 ,2.983 ,13.451 ,0,5.488 ,3.275 ,0.536 ,3.811 ,3.486
1996-06-19,6,19,22,79.5,1.6,6.5,14.73,37.2,221.1,10.3,1.19 ,98.7 ,0.161 ,0.066 ,1.405 ,0.636 ,0.259 ,3.634 ,2.644 ,2.102 ,0.542 ,170 ,(1),0.968 ,0.409 ,0.649 ,1.906 ,41.767 ,14.559 ,19.765 ,31.510 ,0.627 ,15.219 ,2.533 ,12.686 ,0,5.176 ,3.292 ,0.510 ,3.802 ,3.103
1996-06-20,6,20,21.4,85.8,1.6,0,5.12,37.2,221.1,10.3,1.19 ,98.7 ,0.156 ,0.066 ,1.405 ,0.629 ,0.264 ,3.642 ,2.549 ,2.187 ,0.362 ,171 ,(1),0.968 ,0.409 ,0.649 ,1.906 ,41.767 ,14.561 ,10.442 ,31.510 ,0.331 ,8.040 ,0.478 ,7.562 ,0,3.085 ,1.939 ,0.348 ,2.288 ,1.531
1996-06-21,6,21,22.7,87,2,1.3,7.26,37.2,221.1,10.3,1.49 ,98.7 ,0.167 ,0.066 ,1.506 ,0.628 ,0.247 ,4.532 ,2.759 ,2.400 ,0.359 ,172 ,(1),0.968 ,0.409 ,0.649 ,1.906 ,41.764 ,14.561 ,12.305 ,31.508 ,0.391 ,9.475 ,0.820 ,8.655 ,0,3.531 ,2.219 ,0.401 ,2.620 ,1.89
1996-06-22,6,22,23.3,82.5,1.7,7,10.77,37.2,221.1,10.3,1.27 ,98.7 ,0.173 ,0.066 ,1.430 ,0.648 ,0.246 ,3.845 ,2.861 ,2.360 ,0.501 ,173 ,(1),0.967 ,0.409 ,0.649 ,1.906 ,41.758 ,14.561 ,20.477 ,31.503 ,0.650 ,15.767 ,2.496 ,13.272 ,0,5.415 ,3.507 ,0.474 ,3.981 ,2.542
1996-06-23,6,23,22.7,80,1.2,2.8,8.52,37.2,221.1,10.3,0.89 ,98.7 ,0.167 ,0.066 ,1.304 ,0.661 ,0.260 ,2.719 ,2.759 ,2.207 ,0.552 ,174 ,(1),0.967 ,0.409 ,0.649 ,1.906 ,41.749 ,14.559 ,14.452 ,31.497 ,0.459 ,11.128 ,1.336 ,9.792 ,0,3.995 ,2.643 ,0.390 ,3.032 ,2.154
1996-06-24,6,24,21,92.3,1.2,0,2.59,37.2,221.1,10.3,0.89 ,98.7 ,0.153 ,0.066 ,1.304 ,0.641 ,0.275 ,2.735 ,2.487 ,2.296 ,0.191 ,175 ,(1),0.967 ,0.408 ,0.649 ,1.906 ,41.738 ,14.557 ,10.434 ,31.488 ,0.331 ,8.035 ,0.457 ,7.577 ,0,3.092 ,1.981 ,0.144 ,2.126 ,0.961
